2017-12-13 11:15:52 194.114.62.126 Request for          index.php Successfull - 'sessionKey'='589816', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)'
2017-12-13 12:57:56 194.114.62.122 Request for           shop.php Successfull - 'sessionKey'='634467', 'pageID'='57d48b92-cf9f-42e8-a791-92635fea426f', Next valid 'pageID'='28fdfe87-12e3-4379-a1c6-7616714ab15a', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)' 
2017-12-13 12:58:00 194.114.62.122 Request for          index.php Successfull - 'sessionKey'='894612', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)'
2017-12-13 12:58:01 194.114.62.122 Request for           cart.php Successfull - 'sessionKey'='634467', 'pageID'='28fdfe87-12e3-4379-a1c6-7616714ab15a', Next valid 'pageID'='4b2a3ddf-13d9-4534-976b-75638fdbed96', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)' - Added Cookies, new amount: 5
2017-12-13 12:58:05 194.114.62.122 Request for sessionhandler.php Successfull - 'sessionKey'='894612', Next valid 'pageID'='fa6efebd-e012-4be0-bc5d-0c267c63824f', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)'
2017-12-13 12:58:05 194.114.62.122 Request for           shop.php Successfull - 'sessionKey'='894612', 'pageID'='fa6efebd-e012-4be0-bc5d-0c267c63824f', Next valid 'pageID'='f186e0b5-9aba-4ceb-9580-16f4afdbc8a5', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)' 
2017-12-13 12:58:06 194.114.62.122 Request for       checkout.php Successfull - 'sessionKey'='634467', 'pageID'='4b2a3ddf-13d9-4534-976b-75638fdbed96', Next valid 'pageID'='54f0c2fe-e41e-4d1d-b959-a83f5d7ccb83', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)' 
2017-12-13 12:58:10 194.114.62.122 Request for           cart.php Successfull - 'sessionKey'='894612', 'pageID'='f186e0b5-9aba-4ceb-9580-16f4afdbc8a5', Next valid 'pageID'='9d7d3aca-2c7a-4539-9192-6d0a2d4bff93', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)' - Added Cookies, new amount: 5
2017-12-13 12:58:15 194.114.62.122 Request for          index.php Successfull - 'sessionKey'='139322', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)'
2017-12-13 12:58:15 194.114.62.122 Request for       checkout.php Successfull - 'sessionKey'='894612', 'pageID'='9d7d3aca-2c7a-4539-9192-6d0a2d4bff93', Next valid 'pageID'='2c4b3b0b-e832-4eda-8575-4605d46da4a2', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)' 
2017-12-13 12:58:20 194.114.62.122 Request for sessionhandler.php Successfull - 'sessionKey'='139322', Next valid 'pageID'='7d8c4245-9299-44fe-b468-9ef23f94abd9', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)'
2017-12-13 12:58:20 194.114.62.122 Request for           shop.php Successfull - 'sessionKey'='139322', 'pageID'='7d8c4245-9299-44fe-b468-9ef23f94abd9', Next valid 'pageID'='56578a37-6cd2-4d09-a6f2-a4dae3c75586', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)' 
2017-12-13 12:58:25 194.114.62.122 Request for           cart.php Successfull - 'sessionKey'='139322', 'pageID'='56578a37-6cd2-4d09-a6f2-a4dae3c75586', Next valid 'pageID'='a19762d2-9ba8-4c68-a931-225d6e594600', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)' - Added Cookies, new amount: 5
2017-12-13 12:58:30 194.114.62.122 Request for       checkout.php Successfull - 'sessionKey'='139322', 'pageID'='a19762d2-9ba8-4c68-a931-225d6e594600', Next valid 'pageID'='deb99b40-bb81-45f8-86b7-ed83ebd0cc2c', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)' 
2017-12-13 12:58:47 194.114.62.122 Request for          index.php Successfull - 'sessionKey'='632188', 'ClientBrowser'='Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)'
